danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,like,song_name
0.456,0.456,11,-16.055,0,0.0535,0.973,0.353,0.186,0.974,144.489,4XJXYvjW0CB2MLMk8l7Vdi,210680,3,0,"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double. Presto"
0.307,0.0515,4,-28.493,0,0.0324,0.708,0.631,0.42,0.154,128.056,5xm20JNLHy9vUVrnmZS6Uj,125533,4,0,"The Nutcracker, Op.71, TH.14 / Act 2: No. 14c Pas de deux: Variation II (Dance of the Sugar-Plum Fairy)"
0.235,0.365,7,-13.864,1,0.0356,0.927,0.907,0.17,0.126,91.187,7KrdT8Zk0WGeyNtaCwQR08,183667,3,0,"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyres"
0.263,0.202,1,-17.687,1,0.0408,0.984,0.905,0.089,0.12,71.462,6yjpji2Jlie9S2zBm2GZwE,545747,4,0,"Piano Concerto No.2 In F Minor, Op.21: 3. Allegro vivace"
0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,5nNmj1cLH3r4aA4XDJ2bgY,214827,4,0,September
0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,5uuJruktM9fMdN9Va0DUMl,300000,4,0,Play That Funky Music
0.712,0.552,10,-15.485,0,0.0363,0.0752,0.0012,0.15,0.961,103.604,1nD9xhaOKlHmZssLhVWRo1,281667,4,0,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack"
0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,4dwrL3Z5U2RZ6MZiKE2PgL,244827,4,0,Superstition
0.889,0.646,7,-6.366,1,0.0668,0.195,3.19e-05,0.0502,0.966,110.842,0mLAgHQP1BOkoHhDu622BQ,213427,4,0,Get Down On It
0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,1qiQduM84A0VeH8Y2uAbqi,185107,4,0,That's the Way (I Like It) - 2004 Remaster
0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,3SnGymj6ijE2iuUfWxLo1q,323347,4,0,I'm Coming Out
0.608,0.471,0,-8.664,1,0.0945,0.446,3.63e-06,0.369,0.682,70.702,0rTkE0FmT4zT2xL6GXwosU,165800,3,0,I Got You (I Feel Good)
0.843,0.656,1,-11.184,1,0.0595,0.0466,0.0187,0.169,0.931,121.112,6CSLNGruNhqpb5zhfs5n3i,215653,4,0,Celebration - Single Version
0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,231333,4,0,Wake Me Up Before You Go-Go
0.598,0.673,2,-10.431,1,0.0693,0.0422,6.84e-05,0.289,0.59,102.035,40NRm1ZLvZpUSCUXAGGZ8J,197693,4,0,Kung Fu Fighting
0.651,0.639,3,-7.836,0,0.0583,0.019,0.0,0.0522,0.758,157.738,45oFq8ZKV9KDhzYb2Rh1y4,247440,4,0,Maniac - BOF Flashdance
0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,4tyl9OMKMG8F2L0RUYQMH3,249960,4,0,Walk Of Life
0.684,0.64,5,-9.906,0,0.0309,0.221,0.0102,0.179,0.777,106.023,7e176FKv7cq6SG9EXYMLoQ,234267,4,0,What Cha' Gonna Do for Me
0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,3yDhZq8f17SmumVmEyCaRN,254240,4,0,Give It Up
0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,2aEuA8PSqLa17Y4hKPj5rr,226333,4,0,Cheri Cheri Lady
0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,5zWZ9iNevP0397xB3jWV2z,222667,4,0,Brother Louie
0.797,0.468,2,-9.28,0,0.0278,0.6,2.98e-05,0.0623,0.628,108.628,3DZnc4lcqJF8FJmRbjrmA0,248440,4,0,I Like Chopin (Single Edit)
0.78,0.551,5,-13.038,0,0.0625,0.0613,0.104,0.0331,0.969,126.009,1X4gWy941yRMvafHs4n2sQ,491933,4,0,Ring My Bell
0.832,0.553,7,-13.705,1,0.0487,0.0422,0.00356,0.249,0.89,119.825,6Lphpr9Z6H282Sguw0dUWa,215693,4,0,Le Freak - Edit
0.798,0.746,10,-8.639,1,0.0313,0.0304,0.361,0.0703,0.965,128.553,1QqsAlhs7pxcXs9BMB1Nv5,655213,4,0,"Disco Inferno - LP / 12"" Version"
0.651,0.811,10,-13.87,1,0.0318,0.0648,0.0293,0.1,0.962,112.126,6VuIKS2Z27jCutIapgCUZF,186573,4,0,Shake Your Body
0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,7sMGwiS4vOMcz86ZY3vKYM,228120,4,0,Girls Just Want to Have Fun
0.819,0.811,6,-7.76,0,0.0349,0.203,0.00558,0.139,0.766,106.684,4JsQkSOE4taeyhH3pv1een,246760,4,0,Self Control
0.656,0.9,5,-9.583,0,0.0354,0.0791,0.00142,0.354,0.947,108.698,3P2zU7fEjnZRunH124QnJL,183667,4,0,That's the Way (I Like It) - Edit
